RogueNite,0,0,0,0,0,2,1,1,3,0,0,1,0,0,3,0,0,2,1,1,1,0,0,0,0,0,2
Puppetor,0,0,0,0,0,2,1,1,2,1,1,2,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0
Goopi,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1
Voodoll,0,0,0,0,0,2,0,1,2,0,0,1,0,0,2,0,0,2,2,2,1,0,0,0,1,1,1
MetalDrak,1,1,1,0,0,2,1,0,3,0,0,2,0,0,3,0,1,3,2,3,2,0,0,0,0,0,1
Balzak,0,0,0,0,0,2,1,1,2,1,1,1,1,1,2,1,0,2,0,0,0,1,1,1,1,1,0
SabreMan,0,0,1,1,0,2,0,1,2,1,1,1,0,0,2,0,0,2,1,1,1,0,0,0,1,1,0
CurseLamp,0,0,0,2,1,2,0,0,2,1,1,0,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0
Brushead,0,0,0,0,0,2,0,0,2,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Roboster,1,1,1,1,1,2,1,2,3,0,0,0,0,0,3,0,1,2,2,2,1,2,0,0,0,0,0
Roboster2,2,2,2,2,2,3,2,3,3,0,0,0,0,0,3,0,2,3,3,3,0,0,0,0,0,0,1
EvilPot,0,0,0,0,0,2,2,2,3,1,1,1,1,1,3,1,0,2,0,0,0,0,0,0,0,0,1
Gismo,0,0,0,2,1,2,0,0,2,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1
LavaMan,3,3,1,2,0,1,0,0,3,0,0,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0
IceMan,1,1,1,2,0,3,0,0,3,0,0,0,1,0,3,0,1,3,0,0,0,0,0,0,0,0,2
Mimic,0,0,1,2,1,2,1,1,3,1,1,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1
Exaucers,1,1,0,0,0,2,1,1,3,1,1,1,1,1,2,0,1,2,1,1,0,0,0,0,0,0,1
MudDoll,0,0,1,1,0,3,1,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
Golem,0,0,1,1,0,3,1,1,3,0,0,0,0,0,3,0,0,3,0,0,0,1,1,1,1,1,2
StoneMan,0,1,1,1,0,3,1,1,3,0,1,0,0,0,3,0,1,3,0,2,1,1,1,1,1,1,2
BombCrag,1,1,0,0,0,2,0,1,3,1,1,1,1,1,3,0,2,2,1,1,1,0,0,0,1,1,2
GoldGolem,2,2,2,2,1,2,3,3,3,3,3,3,2,2,3,1,2,2,3,3,3,2,2,2,1,1,2
DarkMate,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,2,2,2,3,3,3,1,1,3,1,1,2
ProtoMech,0,0,0,1,0,0,1,1,3,1,1,1,1,0,2,0,0,0,3,2,0,0,0,0,0,0,0
CloudKing,1,0,0,1,3,1,0,2,3,2,2,1,0,0,1,0,2,2,3,2,1,1,1,0,0,2,2

Petiteel,2,2,0,0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,3,2,0,0,0,2,0,0,2
Moray,0,0,0,1,0,0,0,2,1,0,1,1,0,2,0,0,2,0,3,0,0,0,0,2,0,0,2
WalrusMan,1,1,0,1,0,0,0,2,0,0,0,1,0,2,1,0,2,0,1,2,2,1,1,2,0,0,2
RayGigas,2,2,1,1,0,0,1,2,0,0,0,1,0,2,0,0,2,0,0,0,0,2,2,2,1,0,2
Anemon,1,1,1,1,0,0,1,2,1,1,0,0,0,2,1,0,2,0,1,2,0,0,1,2,0,0,1
Aquarella,2,2,1,1,0,0,0,2,1,0,0,0,0,2,1,0,2,0,2,2,1,0,0,2,0,0,1
Merman,2,2,2,1,0,0,0,2,0,1,1,1,0,2,1,0,2,0,2,1,1,1,1,2,1,0,2
Octokid,1,1,1,1,0,0,1,2,1,1,1,0,0,2,0,0,2,0,1,1,1,1,0,2,0,0,2
PutreFish,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,3
Octoreach,2,2,1,1,0,0,0,2,1,0,1,1,1,2,1,0,2,0,1,1,1,1,2,2,1,0,2
Angleron,2,2,0,2,0,0,0,2,0,2,2,0,0,2,0,0,2,0,1,0,0,0,0,2,0,0,2
FishRider,2,2,2,1,1,0,1,2,1,1,1,0,2,2,1,0,2,0,0,0,2,0,0,2,1,1,2
RushFish,2,2,1,1,0,0,0,2,0,0,0,1,2,2,0,0,2,0,0,1,1,1,0,2,1,0,2
Gamanian,1,1,0,0,0,0,1,2,3,0,0,1,1,2,0,0,2,0,0,0,2,1,1,2,1,0,2
Clawster,2,2,2,1,0,1,0,3,2,1,1,0,0,2,1,1,2,1,0,0,0,1,1,2,0,0,2
CancerMan,2,2,2,0,1,1,1,2,0,1,1,1,0,2,1,0,2,0,1,1,0,0,0,2,1,1,2
RogueWave,2,2,1,1,0,0,1,2,2,0,0,1,1,2,1,0,2,1,0,1,1,1,2,2,0,1,2
Scallopa,2,2,2,2,1,1,1,2,1,0,0,1,0,2,0,0,2,1,2,2,0,0,2,2,0,1,2
SeaHorse,2,2,1,0,0,0,0,3,1,0,0,1,0,2,1,0,2,0,1,1,1,1,0,3,0,0,1
HoodSquid,2,2,1,1,0,1,1,2,0,1,1,1,1,2,1,0,2,0,0,0,1,2,2,2,1,2,2
MerTiger,2,2,2,2,0,1,1,2,2,1,1,1,0,2,2,0,2,1,1,2,2,1,0,2,1,2,1
AxeShark,1,1,1,1,0,0,2,2,3,2,2,2,2,2,2,1,2,0,2,2,2,1,2,2,1,1,3
Octogon,2,2,2,1,1,0,0,2,1,0,2,1,1,2,2,0,2,0,2,1,1,1,2,2,1,1,3
KingSquid,2,2,2,2,1,1,1,2,0,2,2,1,1,3,1,1,2,1,2,1,1,1,1,2,1,2,3
Digong,2,2,2,1,1,1,2,2,2,1,1,1,2,3,1,1,3,1,1,2,2,1,1,2,1,0,3
WhaleMage,2,2,1,1,2,1,2,2,3,1,1,1,0,2,2,2,2,1,1,2,2,1,0,2,0,1,3
Aquadon,3,3,2,2,1,2,2,2,2,1,1,2,2,3,2,1,3,1,2,2,2,2,2,2,2,2,3
Octoraid,2,2,2,2,1,1,2,2,2,3,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2
Grakos,0,2,0,0,0,1,2,2,3,1,1,2,2,3,1,0,0,2,2,2,2,2,2,2,2,1,3
Poseidon,3,3,3,3,1,1,2,2,3,2,2,2,3,2,2,2,2,1,3,3,3,3,3,2,2,3,3
Pumpoise,2,2,1,1,0,1,0,2,1,0,0,0,1,2,1,0,2,0,0,0,0,0,0,2,1,0,2
Starfish,1,1,1,1,0,0,1,2,0,2,0,0,1,0,1,0,1,1,3,1,0,1,0,0,0,0,3

DracoLord,1,1,0,0,0,1,3,3,3,2,3,3,3,3,3,0,1,1,3,2,3,3,3,3,0,0,0
DracoLord2,2,2,1,1,1,2,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,1,1,1
LordDraco,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,2,2
Hargon,1,1,1,1,0,1,3,3,3,2,3,3,3,3,3,1,0,0,3,2,3,3,3,3,2,0,1
Sidoh,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,0,0,3,3,3,3,3,3,2,1,1
GenoSidoh,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,2,2
Baramos,1,1,1,2,0,2,3,3,3,2,3,3,2,2,3,1,1,1,3,3,3,3,3,3,0,0,1
Zoma,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,1,2
AsuraZoma,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2
Pizzaro,1,1,1,1,0,2,3,3,3,3,3,3,3,3,3,1,0,0,3,3,3,3,3,3,2,1,1
PsychoPiz,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,2,1,2
Esterk,1,2,2,2,0,1,3,3,3,3,3,3,2,2,3,1,2,1,3,2,3,3,3,3,1,1,1
Mirudraas,2,2,2,1,2,2,3,3,3,2,3,3,3,3,3,1,1,2,3,2,3,3,3,3,1,1,1
Mirudraas2,2,2,2,0,0,0,3,3,3,3,3,3,2,2,3,1,3,1,3,3,3,3,3,3,1,1,2
Mudou,0,0,0,3,0,1,3,3,3,2,3,3,2,3,3,0,3,3,3,2,3,3,3,3,0,0,1
DeathMore,1,2,2,1,1,2,3,3,3,2,3,3,3,3,3,1,1,2,3,2,3,3,3,3,1,0,2
DeathMore2,2,2,2,2,1,2,3,3,3,3,3,3,2,2,3,1,1,2,3,2,3,3,3,3,2,1,3
DeathMore3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,3,2,3
DarkDrium,2,2,2,2,2,3,3,3,2,2,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,2
Orgodemir1,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,1,2,2,2,3,2,1,2,2,2,2,2
Orgodemir2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,2,1,1,1,1,2
Darck,0,2,0,0,0,1,3,3,3,2,3,3,3,2,3,2,0,1,3,3,3,3,3,3,1,0,1
